OBJECTID,COUNTYFP10,GEOID10,GeoName,FIPS,County,ZIP,TotalPop,TotalVax,SVI,Pop5Up,PctVax5Up,UpdateDTS
852,001,37001021101,"Census Tract 211.01, Alamance County, North Carolina",37001021101,Alamance,27253,2718,2326,0.6747,2588,89.8763523956723,202207021832
875,001,37001020602,"Census Tract 206.02, Alamance County, North Carolina",37001020602,Alamance,27215,2638,2328,0.3457,2624,88.719512195122,202207021832
876,001,37001021701,"Census Tract 217.01, Alamance County, North Carolina",37001021701,Alamance,27215,3432,3643,0.218,3382,107.717327025429,202207021832
877,001,37001021207,"Census Tract 212.07, Alamance County, North Carolina",37001021207,Alamance,27302,3476,2562,0.5576,3384,75.709219858156,202207021832
892,001,37001020400,"Census Tract 204, Alamance County, North Carolina",37001020400,Alamance,27217,6746,4533,0.9607,6143,73.7913071789028,202207021832
893,001,37001021300,"Census Tract 213, Alamance County, North Carolina",37001021300,Alamance,27217,6018,4648,0.4489,5748,80.8629088378567,202207021832
931,001,37001020300,"Census Tract 203, Alamance County, North Carolina",37001020300,Alamance,27217,7400,5680,0.9773,6860,82.798833819242,202207021832
934,001,37001020901,"Census Tract 209.01, Alamance County, North Carolina",37001020901,Alamance,27215,3406,2865,0.6719,3080,93.0194805194805,202207021832
935,001,37001020502,"Census Tract 205.02, Alamance County, North Carolina",37001020502,Alamance,27217,4012,2772,0.9579,3618,76.6169154228856,202207021832
936,001,37001020701,"Census Tract 207.01, Alamance County, North Carolina",37001020701,Alamance,27215,4973,4350,0.4993,4869,89.3407270486753,202207021832
954,001,37001021500,"Census Tract 215, Alamance County, North Carolina",37001021500,Alamance,27202,4760,2845,0.4109,4448,63.9613309352518,202207021832
955,001,37001020501,"Census Tract 205.01, Alamance County, North Carolina",37001020501,Alamance,27215,3819,2800,0.6127,3609,77.5838182321973,202207021832
957,001,37001021102,"Census Tract 211.02, Alamance County, North Carolina",37001021102,Alamance,27253,3369,2332,0.77,3056,76.3089005235602,202207021832
969,001,37001021400,"Census Tract 214, Alamance County, North Carolina",37001021400,Alamance,27217,2748,1793,0.4618,2619,68.4612447499046,202207021832
970,001,37001021000,"Census Tract 210, Alamance County, North Carolina",37001021000,Alamance,27217,3999,2634,0.9783,3697,71.2469569921558,202207021832
