OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,Shape__Area,Shape__Length,DataGatherTS
1,27006,79,3,14872,Advance,"",53.1199569661108,1744189234.37061,355282.663136038,202008110104
2,27007,22,0,2136,Ararat,"",102.996254681648,592499585.594238,195922.003442792,202008110104
3,27009,9,0,2937,Belews Creek,"",30.6435137895812,618093097.011353,191244.647442635,202008110104
4,27011,60,0,5411,Boonville,"",110.885233783035,1489580093.86462,316910.589814884,202008110104
5,27012,247,0,28954,Clemmons,"",85.3077295019687,1176567385.86804,255774.303165276,202008110104
6,27013,69,2,6495,Cleveland,"",106.235565819861,2066336247.98627,379169.285246239,202008110104
7,27014,7,0,957,Cooleemee,"",73.1452455590387,21479098.032959,22299.1178929161,202008110104
8,27016,18,0,1682,Danbury,"",107.015457788347,1068209590.0686,211061.413302457,202008110104
9,27017,183,0,9499,Dobson,"",192.651858090325,2962951682.04883,566348.974052304,202008110104
10,27018,94,2,8221,East Bend,"",114.341321007177,2331567909.96985,255811.974556888,202008110104
11,27019,28,0,4234,Germanton,"",66.1313179026925,977414017.819214,270248.259734795,202008110104
12,27020,93,2,6104,Hamptonville,"",152.359108781127,2114111622.36755,316969.486887135,202008110104
13,27021,116,1,17979,King,"",64.5197174481339,1469376476.14172,210392.900707099,202008110104
14,27022,5,0,1512,Lawsonville,"",33.0687830687831,918745327.278442,200803.000966771,202008110104
15,27023,116,1,12775,Lewisville,"",90.8023483365949,807172159.002075,183078.980128527,202008110104
16,27024,17,0,2683,Lowgap,"",63.3619083115915,1265827411.39758,278411.484773322,202008110104
17,27025,47,0,11117,Madison,"",42.2775928757758,2714649364.33142,468723.596670606,202008110104
18,27027,15,0,4017,Mayodan,"",37.3412994772218,548179131.574585,172371.363079245,202008110104
19,27028,335,2,28039,Mocksville,"",119.47644352509,5475621774.30664,567238.136149725,202008110104
20,27030,463,7,37641,Mount Airy,"",123.004170983768,4824085732.75671,624989.724929863,202008110104
21,27040,85,1,13150,Pfafftown,"",64.638783269962,763349953.536133,205025.773716105,202008110104
22,27041,68,0,8020,Pilot Mountain,"",84.788029925187,1629462738.40637,324677.141569035,202008110104
23,27042,8,1,720,Pine Hall,"",111.111111111111,290758639.069458,113971.243586081,202008110104
24,27043,69,1,6442,Pinnacle,"",107.109593294008,1935795027.06067,395674.180712496,202008110104
25,27045,136,2,9583,Rural Hall,"",141.917979755818,666085549.25769,154538.589918543,202008110104
26,27046,5,0,1953,Sandy Ridge,"",25.6016385048643,1237681699.0647,217125.573744555,202008110104
27,27047,7,0,1279,Siloam,"",54.7302580140735,576295820.815674,144984.839113672,202008110104
28,27048,45,0,8902,Stoneville,"",50.5504381037969,2355000804.03674,325454.766660313,202008110104
29,27050,26,0,4084,Tobaccoville,"",63.6630754162586,703876500.567505,219088.1792708,202008110104
30,27051,71,0,8287,Walkertown,"",85.67636056474,524680317.775635,151066.808563308,202008110104
31,27052,60,0,10061,Walnut Cove,"",59.6362190637114,2710320219.82117,403203.611044297,202008110104
32,27053,13,0,3156,Westfield,"",41.191381495564,2152815477.55933,413464.446930882,202008110104
33,27054,33,0,2608,Woodleaf,"",126.533742331288,778193820.583862,201172.963339102,202008110104
